Redshift g-r g-i g-z g-w1 g-w2 r-i r-z r-w1 r-w2 i-z i-w1 i-w2 z-w1 z-w2 w1-w2
1.0 0.009643364616565009 -0.1747418407276946 -0.1716093905556484 3.5458487549780884 4.94419901252494 -0.18438520534425962 -0.1812527551722134 3.5362053903615234 4.934555647908375 0.0031324501720462194 3.720590595705783 5.118940853252635 3.7174581455337368 5.115808403080589 1.398350257546852
1.01 0.025538658552445526 -0.16063441133741208 -0.16445616628033477 3.5408959424831323 4.942550026208021 -0.1861730698898576 -0.1899948248327803 3.515357283930687 4.917011367655576 -0.003821754942922695 3.7015303538205444 5.103184437545433 3.705352108763467 5.107006192488356 1.401654083724889
1.02 0.03808847645496982 -0.15013683173550163 -0.16244099371973775 3.532613359505575 4.937400973732181 -0.18822530819047145 -0.20052947017470757 3.4945248830506053 4.8993124972772115 -0.012304161984236117 3.6827501912410767 5.087537805467683 3.695054353225313 5.099841967451919 1.4047876142266063
1.03 0.05225497860675077 -0.13905724524071772 -0.16094483753313682 3.525212176117442 4.932078620792694 -0.1913122238474685 -0.2131998161398876 3.4729571975106914 4.8798236421859436 -0.0218875922924191 3.66426942135816 5.071135866033412 3.686157013650579 5.093023458325831 1.4068664446752521
1.04 0.06725756215478285 -0.1279068222946158 -0.1593986676008754 3.517166850518798 4.928542574057417 -0.19516438444939865 -0.22665622975565825 3.4499092883640152 4.861285011902634 -0.03149184530625959 3.645073672813414 5.056449396352033 3.6765655181196735 5.087941241658292 1.4113757235386188
1.05 0.0805406187902733 -0.11774875565670584 -0.16018147780312475 3.50891415658198 4.92331665923291 -0.19828937444697914 -0.24072209659339805 3.428373537791707 4.8427760404426365 -0.04243272214641891 3.626662912238686 5.041065414889616 3.669095634385105 5.083498137036035 1.4144025026509297
1.06 0.09280150743488491 -0.10891447174790869 -0.16375953714517166 3.499396870163448 4.916702433813754 -0.2017159791827936 -0.2565610445800566 3.406595362728563 4.823900926378869 -0.05484506539726297 3.6083113419113566 5.025616905561662 3.6631564073086196 5.080461970958925 1.4173055636503058
1.07 0.10234487103306122 -0.10249243271804787 -0.17138000452973756 3.487861735676873 4.908021555632413 -0.2048373037511091 -0.2737248755627988 3.3855168646438116 4.8056766845993515 -0.0688875718116897 3.5903541683949207 5.010513988350461 3.6592417402066104 5.07940156016215 1.4201598199555399
1.08 0.11099863888598449 -0.0961362729128048 -0.1784490159889991 3.4754984603376435 4.898934067659372 -0.2071349117987893 -0.2894476548749836 3.364499821451659 4.7879354287733875 -0.0823127430761943 3.5716347332504483 4.995070340572177 3.6539474763266426 5.077383083648371 1.4234356073217285
1.09 0.11813685093065729 -0.08876917397246942 -0.18586202095138304 3.465021694081063 4.891089870707976 -0.2069060249031267 -0.30399887188204033 3.3468848431504057 4.772953019777319 -0.09709284697891363 3.5537908680535324 4.979859044680445 3.650883715032446 5.076951891659359 1.426068176626913
1.1 0.1257177908197349 -0.08227402621571045 -0.19259513779795867 3.453711827790201 4.8824594408617195 -0.20799181703544534 -0.31831292861769356 3.327994036970466 4.756741650041985 -0.11032111158224822 3.5359858540059115 4.96473346707743 3.6463069655881597 5.075054578659678 1.4287476130715184
1.11 0.1325120324034188 -0.07615060254982353 -0.19720349773129442 3.4422876737417027 4.87355052282723 -0.20866263495324233 -0.3297155301347132 3.309775641338284 4.741038490423811 -0.12105289518147089 3.5184382762915263 4.949701125377054 3.639491171472997 5.070754020558525 1.4312628490855275
1.12 0.13744174132468245 -0.07135958695680955 -0.20220836437163925 3.4299103989505255 4.863647919777517 -0.208801328281492 -0.3396501056963217 3.292468657625843 4.726206178452834 -0.1308487774148297 3.501269985907335 4.935007506734326 3.6321187633221648 5.065856284149156 1.4337375208269911
1.1300000000000001 0.14115071105539556 -0.06647764659811628 -0.20568117221556292 3.416711824479325 4.853292721265685 -0.20762835765351184 -0.3468318832709585 3.2755611134239295 4.7121420102102896 -0.13920352561744664 3.4831894710774414 4.919770367863801 3.622392996694888 5.058973893481248 1.43658089678636
1.1400000000000001 0.14332939921726506 -0.060895117921617725 -0.2096133408005123 3.405147034551895 4.8439894886795045 -0.2042245171388828 -0.35294274001777737 3.26181763533463 4.7006600894622395 -0.14871822287889458 3.4660421524735128 4.904884606601122 3.6147603753524074 5.053602829480017 1.4388424541276095
1.1500000000000001 0.14631527636366926 -0.05577150060972258 -0.21123132414876267 3.3931948181231384 4.834297417098341 -0.20208677697339184 -0.3575466005124319 3.246879541759469 4.687982140734672 -0.1554598235390401 3.448966318732861 4.890068917708064 3.604426142271901 5.045528741247104 1.4411025989752027
1.16 0.1492363517160058 -0.05051156872331575 -0.21080272266863886 3.3815231962650714 4.824706264607073 -0.19974792043932155 -0.36003907438464466 3.2322868445490656 4.675469912891067 -0.16029115394532312 3.432034764988387 4.875217833330389 3.5923259189337102 5.035508987275712 1.4431830683420017
1.17 0.1508249390784293 -0.04622723388402861 -0.2075477379304118 3.3691721793178715 4.814395790924085 -0.19705217296245792 -0.3583726770088411 3.218347240239442 4.663570851845655 -0.1613205040463832 3.4153994132019 4.860623024808113 3.5767199172482833 5.0219435288544965 1.4452236116062132
1.18 0.15227588821756655 -0.04227526202047471 -0.2044599086262231 3.35595391243762 4.803591109627391 -0.19455115023804126 -0.35673579684378964 3.2036780242200535 4.651315221409824 -0.16218464660574838 3.398229174458095 4.845866371647865 3.560413821063843 5.008051018253614 1.4476371971897706
1.19 0.15262010413241 -0.03753606966000689 -0.2015785356201647 3.3443820330939715 4.793824932527599 -0.1901561737924169 -0.3541986397525747 3.1917619289615615 4.641204828395189 -0.1640424659601578 3.3819181027539784 4.831361002187606 3.5459605687141362 4.995403468147764 1.4494428994336275
1.2 0.15385327272099403 -0.033184686848994005 -0.19808463184540415 3.3324702302157903 4.783716423326208 -0.18703795956998803 -0.3519379045663982 3.1786169574947962 4.629863150605214 -0.16489994499641014 3.3656549170647843 4.816901110175202 3.5305548620611944 4.981801055171612 1.4512461931104177
1.21 0.15507545261369415 -0.028518676600764792 -0.19465383009876547 3.320897684148573 4.7737741817262105 -0.18359412921445895 -0.3497292827124596 3.1658222315348787 4.618698729112516 -0.16613515349800068 3.3494163607493377 4.802292858326975 3.5155515142473384 4.968428011824976 1.4528764975776376
1.22 0.15534414548151076 -0.025169023232567866 -0.1892964781077069 3.3086405116761526 4.763092012340913 -0.18051316871407863 -0.34464062358921765 3.153296366194642 4.607747866859402 -0.16412745487513902 3.3338095349087205 4.7882610355734805 3.4979369897838595 4.9523884904486195 1.45445150066476
1.23 0.15572887788584922 -0.02179386870144029 -0.18465934469657697 3.2955104990915487 4.751887096245952 -0.1775227465872895 -0.3403882225824262 3.1397816212056995 4.596158218360102 -0.16286547599513668 3.317304367792989 4.773680964947392 3.4801698437881257 4.936546440942529 1.456376597154403
1.24 0.15526459032308537 -0.01775540279825094 -0.17981040492788125 3.284059128209318 4.741748136462835 -0.1730199931213363 -0.3350749952509666 3.1287945378862325 4.58648354613975 -0.1620550021296303 3.301814531007569 4.759503539261086 3.463869533137199 4.921558541390716 1.4576890082535172
1.25 0.15558429344761038 -0.0138229806659389 -0.1750879787122841 3.272347011033169 4.731375078062925 -0.16940727411354928 -0.3306722721598945 3.1167627175855586 4.5757907846153145 -0.1612649980463452 3.286169991699108 4.745198058728864 3.447434989745453 4.906463056775209 1.459028067029756
1.26 0.1559692047549639 -0.01002087527854556 -0.17051799934677447 3.26108619009279 4.721237335378561 -0.16599008003350946 -0.32648720410173837 3.105116985337826 4.565268130623597 -0.1604971240682289 3.2711070653713357 4.731258210657106 3.4316041894395646 4.891755334725335 1.4601511452857707
1.27 0.15545556327951005 -0.00718003974978032 -0.16638271109613356 3.2489220980376494 4.710135998544683 -0.16263560302929037 -0.3218382743756436 3.0934665347581394 4.554680435265173 -0.15920267134635324 3.2561021377874297 4.717316038294463 3.415304809133783 4.876518709640816 1.4612139005070333
1.28 0.154849067229339 -0.004778113987967458 -0.16183139301353222 3.2357558501319943 4.698442803180281 -0.15962718121730646 -0.3166804602428712 3.0809067829026553 4.543593735950942 -0.15705327902556476 3.2405339641199618 4.703220917168249 3.3975872431455265 4.860274196193814 1.462686953048287
1.29 0.15335601037965318 -0.001123429542502663 -0.15730465295190754 3.224717037136685 4.688187370689565 -0.15447943992215585 -0.3106606633315607 3.0713610267570317 4.534831360309912 -0.15618122340940488 3.2258404666791876 4.689310800232068 3.3820216900885924 4.845492023641473 1.4634703335528805
1.3 0.15324609464651218 0.002039672771473988 -0.1530786437855518 3.2131792076442274 4.677455086199842 -0.1512064218750382 -0.306324738432064 3.059933112997715 4.52420899155333 -0.1551183165570258 3.2111395348727534 4.675415413428368 3.366257851429779 4.830533729985394 1.4642758785556147
1.31 0.1532596916270812 0.005590907258532951 -0.1482068728569459 3.2024379155111866 4.667328317431231 -0.14766878436854824 -0.3014665644840271 3.0491782238841054 4.51406862580415 -0.15379778011547884 3.1968470082526537 4.661737410172698 3.3506447883681325 4.815535190288177 1.4648904019200444
1.32 0.15184194631729397 0.007672405669037374 -0.14496201972046308 3.1902986108951907 4.655761246671563 -0.1441695406482566 -0.29680396603775705 3.0384566645778968 4.503919300354269 -0.15263442538950045 3.1826262052261534 4.648088841002526 3.335260630615654 4.800723266392026 1.4654626357763725
1.33 0.15050990383162954 0.00991168897009942 -0.14048170986317032 3.178740576575965 4.6435197728649165 -0.14059821486153012 -0.29099161369479987 3.0282306727443355 4.493009869033287 -0.15039339883326974 3.1688288876058657 4.633608083894817 3.3192222864391354 4.784001482728087 1.4647791962889514
1.34 0.14935663826003776 0.012164389287551813 -0.13664265341348525 3.166402945663723 4.633072022143832 -0.13719224897248594 -0.285999291673523 3.0170463074036853 4.483715383883794 -0.14880704270103706 3.1542385563761712 4.62090763285628 3.3030455990772083 4.769714675557317 1.466669076480109
1.35 0.14738197406238385 0.014687354313071666 -0.13249880212127962 3.1552615058679194 4.622222875966777 -0.13269461974931218 -0.27988077618366347 3.0078795318055356 4.474840901904393 -0.1471861564343513 3.1405741515548478 4.6075355216537055 3.287760307989199 4.754721678088057 1.4669613700988577
1.36 0.14612409645458868 0.01707431404181392 -0.12892835387645007 3.1440196959496696 4.611155993889458 -0.12904978241277476 -0.27505245033103876 2.997895599495081 4.465031897434869 -0.146002667918264 3.1269453819078556 4.594081679847644 3.2729480498261196 4.740084347765908 1.4671362979397884
1.37 0.1448028549037339 0.019423967927831853 -0.12552041949102488 3.1331172041453925 4.600254699917354 -0.12537888697590205 -0.2703232743947588 2.9883143492416586 4.45545184501362 -0.14494438741885673 3.1136932362175607 4.580830731989522 3.2586376236364174 4.725775119408379 1.4671374957719614
1.3800000000000001 0.1430456941496736 0.021242333782961254 -0.12147660092900026 3.1217779010485245 4.58884751802421 -0.12180336036671235 -0.26452229507867386 2.978732206898851 4.445801823874536 -0.1427189347119615 3.1005355672655632 4.567605184241248 3.2432545019775247 4.71032411895321 1.4670696169756852
1.3900000000000001 0.14117300146279632 0.02274792130330283 -0.11755205421158266 3.1095073478377806 4.576853204362347 -0.11842508015949349 -0.258725055674379 2.9683343463749843 4.435680202899551 -0.1402999755148855 3.0867594265344778 4.5541052830590445 3.2270594020493633 4.69440525857393 1.4673458565245667
1.4000000000000001 0.1382469604532588 0.02520752197169429 -0.11421213429327892 3.0988174522879675 4.565880435225999 -0.1130394384815645 -0.2524590947465377 2.9605704918347087 4.42763347477274 -0.1394196562649732 3.073609930316273 4.540672913254305 3.2130295865812464 4.680092569519278 1.4670629829380317
1.41 0.13617731102713648 0.027321013445551046 -0.1108401080346546 3.0880155375370535 4.554766074238316 -0.10885629758158544 -0.2470174190617911 2.951838226509917 4.418588763211179 -0.13816112148020565 3.0606945240915024 4.527445060792765 3.198855645571708 4.66560618227297 1.4667505367012623
1.42 0.1345480291693839 0.030315501847130832 -0.10682734837009633 3.0777815994423072 4.544044239530567 -0.10423252732225308 -0.24137537753948024 2.9432335702729233 4.409496210361183 -0.13714285021722716 3.0474660975951764 4.5137287376834365 3.1846089478124036 4.650871587900664 1.4662626400882601
1.43 0.13185185117905718 0.03195370478774251 -0.10432940833621274 3.0665148844336088 4.532235065706658 -0.09989814639131467 -0.23618125951526991 2.9346630332545516 4.400383214527601 -0.13628311312395525 3.0345611796458662 4.500281360918915 3.1708442927698215 4.636564474042871 1.4657201812730491
1.44 0.12927327776142405 0.034198589452334005 -0.10094021711211809 3.055661248731159 4.51958562330524 -0.09507468830909005 -0.23021349487354215 2.926387970969735 4.3903123455438156 -0.1351388065644521 3.021462659278825 4.485387033852906 3.156601465843277 4.620525840417358 1.4639243745740806
1.45 0.12640205556792594 0.036624144991264984 -0.09766114299755912 3.04404256015124 4.5087354985873915 -0.08977791057666096 -0.22406319856548507 2.9176405045833143 4.382333443019466 -0.1342852879888241 3.007418415159975 4.4721113535961265 3.1417037031487993 4.606396641584951 1.4646929384361513
1.46 0.12215999992577053 0.03949688591071876 -0.09477207448487945 3.033601353188736 4.497479491719389 -0.08266311401505178 -0.21693207441065 2.9114413532629655 4.3753194917936185 -0.1342689603955982 2.9941044672780173 4.45798260580867 3.1283734276736155 4.592251566204268 1.463878138530653
1.47 0.11865029359050183 0.04310706793613761 -0.0916114728257611 3.0229535470989966 4.485948656572976 -0.07554322565436422 -0.21026176641626293 2.9043032535084947 4.367298362982474 -0.1347185407618987 2.979846479162859 4.442841588636838 3.1145650199247576 4.577560129398737 1.4629951094739795
1.48 0.11533780218504219 0.04751787550089048 -0.08964198610446772 3.012710254908093 4.474602195742101 -0.06781992668415171 -0.2049797882895099 2.897372452723051 4.3592643935570585 -0.1371598616053582 2.9651923794072026 4.42708432024121 3.102352241012561 4.564244181846568 1.4618919408340076
1.49 0.1108921033423087 0.05185850355578481 -0.08675627881930481 3.0018586677463936 4.462645079046602 -0.059033599786523894 -0.1976483821616135 2.890966564404085 4.351752975704294 -0.13861478237508962 2.950000164190609 4.4107865754908175 3.0886149465656985 4.549401357865907 1.4607864113002087
1.5 0.10583500383955524 0.056214968981237234 -0.08398561357990175 2.9898715080729374 4.449857725621168 -0.04962003485831801 -0.189820617419457 2.884036504233382 4.344022721781613 -0.140200582561139 2.9336565390917 4.393642756639931 3.073857121652839 4.53384333920107 1.4599862175482308
1.51 0.09962630913216941 0.06193216388186329 -0.08151019982447139 2.97987949925891 4.438499065697378 -0.03769414525030612 -0.1811365089566408 2.8802531901267407 4.338872756565209 -0.14344236370633467 2.917947335377047 4.376566901815515 3.0613896990833815 4.52000926552185 1.4586195664384682
1.52 0.09238056628010582 0.06705093062938872 -0.07921060090195908 2.9693695771144597 4.426632584338783 -0.02532963565071711 -0.1715911671820649 2.876989010834354 4.334252018058677 -0.1462615315313478 2.902318646485071 4.3595816537093945 3.048580178016419 4.505843185240742 1.4572630072243236
1.53 0.08519293594496702 0.0725255578543198 -0.0773018816980553 2.9585935352356856 4.414399595595128 -0.012667378090647219 -0.16249481764302232 2.8734005992907186 4.329206659650161 -0.1498274395523751 2.886067977381366 4.3418740377408085 3.035895416933741 4.491701477293184 1.4558060603594427
1.54 0.07770397291508857 0.07860569407787565 -0.07613538665967923 2.9480423515307024 4.402226806257783 0.0009017211627870836 -0.1538393595747678 2.870338378615614 4.324522833342694 -0.15474108073755488 2.8694366574528267 4.323621112179907 3.0241777381903816 4.478362192917462 1.4541844547270806
1.55 0.06957112789940822 0.08417936108230606 -0.0744315973288785 2.937043380521544 4.389558955346995 0.014608233182897834 -0.14400272522828672 2.867472252622136 4.319987827447587 -0.15861095841118455 2.852864019439238 4.305379594264689 3.0114749778504226 4.463990552675874 1.4525155748254512
1.56 0.06049853088689261 0.08955914391567177 -0.07291195904501535 2.9250043861544484 4.3761609907787395 0.02906061302877916 -0.13341048993190796 2.8645058552675557 4.315662459891847 -0.16247110296068712 2.8354452422387766 4.286601846863068 2.9979163451994637 4.449072949823755 1.4511566046242912
1.57 0.04964074776195915 0.0955611242719634 -0.0714830601125449 2.9147103952850593 4.364021959547664 0.045920376510004246 -0.12112380787450405 2.8650696475231 4.3143812117857046 -0.1670441843845083 2.819149271013096 4.2684608352757 2.986193455397604 4.435505019660209 1.4493115642626044
1.58 0.04063718113590653 0.10057645764295131 -0.07015861545979263 2.903994108767126 4.351458970078472 0.05993927650704478 -0.11079579659569916 2.8633569276312194 4.310821788942565 -0.17073507310274394 2.8034176511241746 4.2508825124355205 2.9741527242269186 4.4216175855382644 1.4474648613113459
1.59 0.03159147345422042 0.10597940059279765 -0.06840141044759918 2.894212765279498 4.33971592589166 0.07438792713857723 -0.0999928839018196 2.8626212918252776 4.30812445243744 -0.17438081104039682 2.7882333646867004 4.233736525298863 2.962614175727097 4.408117336339259 1.4455031606121622
1.6 0.02081996510664652 0.10839803809100701 -0.06860592739616678 2.882952798996193 4.326311246883929 0.08757807298436049 -0.0894258925028133 2.8621328338895466 4.305491281777282 -0.1770039654871738 2.774554760905186 4.217913208792922 2.95155872639236 4.394917174280096 1.4433584478877357
1.61 0.010375331353085215 0.11077026691965486 -0.0674955801481758 2.8722000554666423 4.313420636393396 0.10039493556656964 -0.07787091150126102 2.861824724113557 4.30304530504031 -0.17826584706783066 2.7614297885469874 4.202650369473741 2.939695635614818 4.380916216541571 1.4412205809267533
1.62 0.000990595501765057 0.11278194538096287 -0.0666886145761012 2.860464525405856 4.2998311226467685 0.11179134987919781 -0.06767921007786626 2.859473929904091 4.298840527145003 -0.17947055995706407 2.747682580024893 4.187049177265806 2.9271531399819573 4.36651973722287 1.4393665972409124
1.6300000000000001 -0.008699066313777593 0.11538641807304728 -0.06547733584248405 2.8504294674899207 4.287494016155733 0.12408548438682487 -0.05677826952870646 2.8591285338036982 4.296193082469511 -0.18086375391553133 2.7350430494168734 4.172107598082686 2.9159068033324047 4.352971351998217 1.4370645486658127
1.6400000000000001 -0.015642927078083346 0.11723340313922392 -0.06461571212749817 2.840255602296132 4.275019756723697 0.13287633021730727 -0.048972785049414824 2.8558985293742154 4.290662683801781 -0.1818491152667221 2.723022199156908 4.1577863535844735 2.9048713144236302 4.3396354688511956 1.4347641544275653
1.6500000000000001 -0.021990089865365547 0.11968987518416796 -0.06250910508684626 2.831367516762622 4.263735390708636 0.1416799650495335 -0.040519015221480714 2.8533576066279878 4.285725480574001 -0.18219898027101422 2.7116776415784543 4.144045515524468 2.8938766218494685 4.326244495795482 1.4323678739460135
1.6600000000000001 -0.029983784324965512 0.11799922637158389 -0.06308098825001451 2.8210489163723267 4.250846444868721 0.1479830106965494 -0.033097203925049 2.851032700697292 4.280830229193686 -0.1810802146215984 2.703049690000743 4.132847218497137 2.884129904622341 4.313927433118735 1.429797528496394
1.67 -0.037116813158991846 0.11638791777558666 -0.06165866476618831 2.8113131714894912 4.238551853832071 0.1535047309345785 -0.024541851607196463 2.848429984648483 4.275668666991063 -0.17804658254177497 2.6949252537139046 4.122163936056484 2.8729718362556795 4.300210518598259 1.4272386823425798
1.68 -0.04309358931141816 0.11476672413812139 -0.06032943895760212 2.800596134026634 4.2255463112591976 0.15786031344953955 -0.017235849646183965 2.843689723338052 4.268639900570616 -0.1750961630957235 2.6858294098885125 4.110779587121076 2.860925572984236 4.2858757502168 1.4249501772325637
1.69 -0.047719373683335675 0.11447134840215512 -0.05921753604552649 2.7916595528392456 4.213917889241063 0.1621907220854908 -0.011498162362190811 2.8393789265225813 4.261637262924399 -0.1736888844476816 2.6771882044370905 4.099446540838908 2.850877088884772 4.27313542528659 1.4222583364018178
1.7 -0.05227858423623033 0.11383388165154074 -0.058060866022447755 2.782552341855137 4.202121107097867 0.16611246588777107 -0.005782281786217425 2.8348309260913673 4.254399691334097 -0.1718947476739885 2.6687184602035963 4.088287225446326 2.8406132078775848 4.260181973120314 1.4195687652427296
1.71 -0.05578503016497294 0.11308090753861677 -0.05676052172590573 2.773691495995184 4.190513045280245 0.1688659377035897 -0.0009754915609327952 2.829476526160157 4.2462980754452175 -0.1698414292645225 2.660610588456567 4.077432137741628 2.8304520177210897 4.24727356700615 1.4168215492850607
1.72 -0.058941422885336436 0.11141877554451796 -0.05599675471815857 2.7653634811715015 4.179279157284775 0.1703601984298544 0.0029446681671778663 2.824304904056838 4.238220580170111 -0.16741553026267653 2.6539447056269836 4.067860381740257 2.82136023588966 4.235275912002933 1.4139156761132732
1.73 -0.06254625783589063 0.10899599691027362 -0.054335061255990524 2.756550225755934 4.1675699950345475 0.17154225474616425 0.008211196579900104 2.8190964835918244 4.230116252870438 -0.16333105816626414 2.64755422884566 4.058573998124274 2.8108852870119243 4.221905056290538 1.4110197692786137
1.74 -0.06574146508708623 0.1061994761993752 -0.053000289436884174 2.7479670330920847 4.155008540908103 0.17194094128646142 0.012741175650202052 2.813708498179171 4.220750005995189 -0.15919976563625937 2.6417675568927095 4.048809064708728 2.800967322528969 4.208008830344987 1.4070415078160181
1.75 -0.06833613736063882 0.10513496376714926 -0.05169091472128784 2.7386763781346453 4.144050593720451 0.17347110112778807 0.016645222639350976 2.807012515495284 4.212386731081089 -0.1568258784884371 2.633541414367496 4.038915629953301 2.790367292855933 4.195741508441738 1.4053742155858053
1.76 -0.07127903788369849 0.10355749007453596 -0.05043681481641471 2.7304570199697515 4.132825406189006 0.17483652795823446 0.020842223067283783 2.80173605785345 4.204104444072705 -0.15399430489095067 2.6268995298952156 4.02926791611447 2.7808938347861663 4.183262221005421 1.4023683862192549
1.77 -0.07321112785361095 0.10188540561753001 -0.0491594874290584 2.7223212235715906 4.121648917782622 0.17509653347114096 0.024051640424552545 2.7955323514252015 4.194860045636233 -0.1510448930465884 2.6204358179540606 4.019763512165092 2.771480711000649 4.17080840521168 1.3993276942110313
1.78 -0.074769511428606 0.10122600610942456 -0.04748632831774913 2.7148353698256287 4.110980330278643 0.17599551753803055 0.027283183110856868 2.7896048812542347 4.185749841707249 -0.1487123344271737 2.613609363716204 4.009754324169219 2.762321698143378 4.158466658596392 1.3961449604530145
1.79 -0.07718895374811297 0.10020182633769537 -0.04704859472251144 2.706526904796007 4.099507855653638 0.17739078008580833 0.030140359025601526 2.78371585854412 4.176696809401751 -0.1472504210602068 2.606325078458312 3.9993060293159424 2.7535754995185187 4.146556450376149 1.3929809508576305
1.8 -0.07930851003348138 0.09896319111888019 -0.04576482038694962 2.6985255373713777 4.08696222262553 0.17827170115236157 0.03354368964653176 2.777834047404859 4.166270732659012 -0.1447280115058298 2.5995623462524975 3.98799903150665 2.7442903577583273 4.13272704301248 1.3884366852541525
1.81 -0.08112898796876777 0.09672416381100746 -0.0446673817855725 2.68965858980825 4.076464228081765 0.17785315177977523 0.03646160618319527 2.7707875777770177 4.1575932160505324 -0.14139154559657996 2.5929344259972424 3.979740064270757 2.7343259715938224 4.121131609867337 1.3868056382735148
1.82 -0.08370515194897266 0.09490236623481252 -0.04350513790102539 2.682101743109566 4.065660453109064 0.17860751818378517 0.04020001404794726 2.765806895058539 4.149365605058037 -0.1384075041358379 2.5871993768747537 3.970758086874252 2.7256068810105916 4.10916559101009 1.3835587099994981
1.83 -0.0849406571336111 0.09297290483904774 -0.04251205587128837 2.674544246425736 4.054853219993621 0.17791356197265884 0.04242860126232273 2.759484903559347 4.139793877127232 -0.1354849607103361 2.581571341586688 3.9618803151545734 2.717056302297024 4.0973652758649095 1.3803089735678853
1.84 -0.08561550783926108 0.09184417070628825 -0.04075577953512877 2.6679080042265184 4.044917841568932 0.17745967854554934 0.04485972830413232 2.7535235120657795 4.130533349408193 -0.13259995024141702 2.57606383352023 3.9530736708626435 2.708663783761647 4.0856736211040605 1.3770098373424133
1.85 -0.08785236712023803 0.0905157832898631 -0.04080732044538138 2.659906923168478 4.033474429813921 0.17836815041010112 0.04704504667485665 2.747759290288716 4.121326796934159 -0.13132310373524447 2.569391139878615 3.9429586465240583 2.7007142436138594 4.074281750259303 1.3735675066454434
1.86 -0.08953536531118544 0.08910353287874173 -0.03962472592773736 2.6523753654807116 4.0225586862865335 0.17863889818992718 0.049910639383448085 2.741910730791897 4.112094051597719 -0.1287282588064791 2.56327183260197 3.9334551534077917 2.692000091408449 4.062183412214271 1.3701833208058218
1.87 -0.09104285098193543 0.0864687033985625 -0.03835461038995547 2.6437708087885774 4.010815586278596 0.17751155438049793 0.05268824059197996 2.734813659770513 4.101858437260532 -0.12482331378851796 2.557302105390015 3.924346882880034 2.682125419178533 4.049170196668552 1.367044777490019
1.8800000000000001 -0.09234995016559466 0.08467014262330252 -0.037656496869715284 2.6369757077300697 4.000567550662602 0.1770200927888972 0.05469345329587938 2.7293256578956644 4.092917500828197 -0.12232663949301781 2.552305565106767 3.9158974080392994 2.674632204599785 4.038224047532317 1.3635918429325322
1.8900000000000001 -0.09416144826632689 0.08228125357401694 -0.036480955790541 2.62991322439483 3.99008514621384 0.17644270184034383 0.05768049247578588 2.724074672661157 4.084246594480167 -0.11876220936455795 2.547631970820813 3.907803892639823 2.666394180185371 4.026566102004381 1.3601719218190098
1.9000000000000001 -0.09502380564420321 0.07984499751137619 -0.03527163883387985 2.6229075562687854 3.9796318562338584 0.1748688031555794 0.05975216681032336 2.7179313619129886 4.074655661878062 -0.11511663634525604 2.543062558757409 3.899786858722482 2.658179195102665 4.014903495067738 1.356724299965073
1.9100000000000001 -0.09551624760252508 0.0783831727470563 -0.03296443263066351 2.6165855474571877 3.9697550076426893 0.1738994203495814 0.06255181497186157 2.712101795059713 4.065271255245214 -0.11134760537771982 2.5382023747101314 3.891371834895633 2.6495499800878513 4.002719440273353 1.3531694601855015
1.92 -0.09712276350548876 0.0759674026632382 -0.03182527836272442 2.6093334474497567 3.9589914013082605 0.17309016616872697 0.06529748514276434 2.7064562109552455 4.056114164813749 -0.10779268102596262 2.5333660447865185 3.8830239986450223 2.641158725812481 3.990816679670985 1.3496579538585038
1.93 -0.0982591912466475 0.0729801646817414 -0.0298697178387215 2.6024305483329826 3.9470544576285285 0.1712393559283889 0.068389473407926 2.70068973957963 4.045313648875176 -0.1028498825204629 2.529450383651241 3.874074292946787 2.632300266171704 3.97692417546725 1.3446239092955459
1.94 -0.09920652029029853 0.06949961444917818 -0.027857077973600042 2.594607768353402 3.93743140228095 0.1687061347394767 0.07134944231669849 2.6938142886437006 4.0366379225712485 -0.09735669242277822 2.525108153904224 3.867931787831772 2.622464846327002 3.96528848025455 1.3428236339275479
1.95 -0.10115790371195033 0.06654090930550183 -0.025645565377185875 2.5882693361895655 3.9275470305101408 0.16769881301745215 0.07551233833476445 2.6894272399015158 4.028704934222091 -0.0921864746826877 2.5217284268840636 3.861006121204639 2.6139149015667513 3.9531925958873266 1.3392776943205753
1.96 -0.10122583075570901 0.06334221152400943 -0.022840601006659966 2.581714190827885 3.917457207165814 0.16456804227971844 0.07838522974904905 2.682940021583594 4.018683037921523 -0.0861828125306694 2.5183719793038755 3.8541149956418046 2.604554791834545 3.940297808172474 1.3357430163379291
1.97 -0.10197215862578801 0.06035503090849659 -0.019000972077201084 2.5752374220668592 3.9074446596678456 0.1623271895342846 0.08297118654858693 2.6772095806926473 4.009416818293634 -0.07935600298569767 2.5148823911583627 3.847089628759349 2.5942383941440603 3.9264456317450467 1.3322072376009864
1.98 -0.10222496754565569 0.05746094400923951 -0.013566603982070546 2.5693341633386666 3.8978660325234884 0.1596859115548952 0.08865836356358514 2.6715591308843223 4.000091000069144 -0.07102754799131006 2.511873219329427 3.840405088514249 2.582900767320737 3.911432636505559 1.3285318691848218
1.99 -0.10317487317334795 0.05345175549004111 -0.008842183204421872 2.5627385196984314 3.8876801851284988 0.15662662866338906 0.09433268996892608 2.6659133928717793 3.9908550583018467 -0.06229393869446298 2.5092867642083903 3.8342284296384577 2.5715807029028532 3.8965223683329206 1.3249416654300674
