Redshift g-r g-i g-z g-w1 g-w2 r-i r-z r-w1 r-w2 i-z i-w1 i-w2 z-w1 z-w2 w1-w2
0.5 -0.24119721536631644 -0.29249688906644167 -0.22233885746131676 4.220844416396918 5.426566848708319 -0.051299673700125226 0.01885835790499968 4.462041631763235 5.667764064074635 0.0701580316051249 4.51334130546336 5.719063737774761 4.443183273858235 5.648905706169636 1.2057224323114006
0.51 -0.25369504498186757 -0.28312344222406693 -0.24405722112606298 4.200741945298073 5.410105365320341 -0.029428397242199367 0.009637823855804584 4.454436990279941 5.663800410302208 0.03906622109800395 4.48386538752214 5.693228807544408 4.444799166424136 5.654162586446404 1.2093634200222674
0.52 -0.2634792480447459 -0.2747008805413387 -0.26751912643781495 4.18213461703677 5.394798880874006 -0.011221632496592804 -0.004039878393069074 4.445613865081516 5.658278128918752 0.00718175410352373 4.456835497578108 5.669499761415345 4.449653743474585 5.662318007311821 1.2126642638372367
0.53 -0.27139001258736783 -0.2712382183467028 -0.29553866820617003 4.1643003199517885 5.380301132549437 0.00015179424066502634 -0.024148655618802195 4.435690332539156 5.651691145136805 -0.02430044985946722 4.435538538298491 5.65153935089614 4.4598389881579585 5.6758398007556075 1.216000812597649
0.54 -0.27812021178193547 -0.2715189080449534 -0.3256680472724689 4.146019578470572 5.3644545582545895 0.006601303736982089 -0.04754783549053343 4.424139790252507 5.642574770036525 -0.05414913922751552 4.417538486515525 5.635973466299543 4.471687625743041 5.690122605527058 1.2184349797840177
0.55 -0.28064274631489283 -0.2700683666174726 -0.3569044339794232 4.127266155537139 5.350499412267364 0.010574379697420255 -0.07626168766453034 4.407908901852032 5.631142158582257 -0.0868360673619506 4.397334522154612 5.620567778884837 4.484170589516562 5.7074038462467875 1.223233256730225
0.56 -0.27967994097255655 -0.26849765851191165 -0.3846995385596159 4.109787970014143 5.336589693032849 0.011182282460644899 -0.10501959758705937 4.389467910986699 5.6162696340054055 -0.11620188004770426 4.378285628526054 5.605087351544761 4.494487508573759 5.721289231592465 1.2268017230187063
0.5700000000000001 -0.2784754839352104 -0.2709609437744014 -0.407875524394985 4.092682206596692 5.3230065974583916 0.007514540160808991 -0.1294000404597746 4.371157690531902 5.601482081393602 -0.1369145806205836 4.363643150371093 5.593967541232793 4.500557730991677 5.7308821218533765 1.2303243908616999
0.58 -0.2762695498361012 -0.27259798449056305 -0.4293910046639624 4.074384209174756 5.308692124986578 0.0036715653455381414 -0.15312145482786121 4.350653759010857 5.584961674822679 -0.15679302017339936 4.346982193665319 5.581290109477141 4.503775213838718 5.738083129650541 1.2343079158118222
0.59 -0.27354157635938847 -0.27217671495646556 -0.44979644232208216 4.05765833479224 5.295622004838773 0.0013648614029229122 -0.17625486596269369 4.331199911151629 5.569163581198161 -0.1776197273656166 4.329835049748706 5.567798719795238 4.507454777114322 5.745418447160855 1.2379636700465326
0.6 -0.26906399480060017 -0.27034270467856913 -0.46217285999053104 4.04157642296914 5.28322459461867 -0.0012787098779689643 -0.19310886518993087 4.31064041776974 5.55228858941927 -0.1918301553119619 4.311919127647709 5.553567299297239 4.503749282959671 5.745397454609201 1.2416481716495298
0.61 -0.2651979327322991 -0.2679027569983461 -0.47007588493265473 4.02483872672471 5.268907266638433 -0.0027048242660470123 -0.20487795220035565 4.290036659457009 5.534105199370732 -0.20217312793430864 4.292741483723056 5.536810023636779 4.494914611657364 5.738983151571087 1.244068539913723
0.62 -0.26080341258934325 -0.26666614129976907 -0.47703567831543126 4.007662060876143 5.257201815668758 -0.005862728710425813 -0.216232265726088 4.268465473465486 5.518005228258101 -0.2103695370156622 4.274328202175912 5.523867956968527 4.484697739191574 5.734237493984189 1.2495397547926146
0.63 -0.2566990078296634 -0.265436479357966 -0.48271547707148343 3.991721795583743 5.245109778208711 -0.00873747152830262 -0.22601646924182006 4.248420803413406 5.501808786038374 -0.21727899771351744 4.257158274941709 5.510546257566677 4.474437272655226 5.7278252552801945 1.253387982624968
0.64 -0.25156805176207087 -0.2614569165501841 -0.48612267778193896 3.9763249826735425 5.233521509357466 -0.009888864788113239 -0.2345546260198681 4.227893034435613 5.485089561119537 -0.22466576123175486 4.237781899223727 5.49497842590765 4.4624476604554815 5.719644187139405 1.2571965266839236
0.65 -0.24674557412350495 -0.2576223055206093 -0.48731975611411116 3.960597236081316 5.220665268885249 -0.010876731397104322 -0.2405741819906062 4.207342810204821 5.467410843008754 -0.22969745059350188 4.2182195416019255 5.478287574405858 4.447916992195427 5.70798502499936 1.2600680328039324
0.66 -0.2425210867311911 -0.2560678924310764 -0.48867548919587733 3.9443093380441105 5.209661513663285 -0.013546805699885311 -0.24615440246468623 4.186830424775302 5.452182600394476 -0.23260759676480092 4.200377230475187 5.465729406094361 4.432984827239988 5.698337002859162 1.2653521756191743
0.67 -0.23691823796720612 -0.2539129315776343 -0.48829414962959206 3.929244110232343 5.198582824315384 -0.016994693610428158 -0.25137591166238593 4.166162348199549 5.43550106228259 -0.23438121805195777 4.183157041809977 5.452495755893018 4.417538259861935 5.686876973944976 1.269338714083041
0.68 -0.2313792805118915 -0.2508810475089014 -0.4862512148303182 3.9145215915380476 5.187779765640318 -0.019501766997009895 -0.2548719343184267 4.145900872049939 5.41915904615221 -0.2353701673214168 4.165402639046949 5.43866081314922 4.400772806368366 5.674030980470636 1.2732581741022706
0.6900000000000001 -0.2260569213807173 -0.24988574116989426 -0.48261160920924695 3.898274581024978 5.175968969599907 -0.023828819789176947 -0.25655468782852964 4.1243315024056955 5.4020258909806245 -0.2327258680393527 4.148160322194872 5.425854710769801 4.380886190234225 5.658580578809154 1.277694388574929
0.7000000000000001 -0.22130882843786637 -0.2484114545218894 -0.4786274819101344 3.8841171785810005 5.165697736185159 -0.02710262608402303 -0.257318653472268 4.105426007018867 5.387006564623025 -0.23021602738824498 4.13252863310289 5.414109190707048 4.362744660491135 5.644325218095293 1.2815805576041583
0.71 -0.21545463778607754 -0.246645297514835 -0.46905829975043645 3.869702072338601 5.155347637233927 -0.031190659728757453 -0.2536036619643589 4.085156710124679 5.370802275020004 -0.22241300223560145 4.116347369853436 5.401992934748762 4.3387603720890375 5.624405936984363 1.2856455648953258
0.72 -0.20953384777577 -0.24560501244068078 -0.45421174662884667 3.855599792680767 5.14519362734092 -0.03607116466491078 -0.24467789885307667 4.065133640456537 5.35472747511669 -0.2086067341881659 4.101204805121448 5.3907986397816 4.309811539309614 5.599405373969766 1.2895938346601525
0.73 -0.2040859385365792 -0.2498277993273561 -0.43802763891093477 3.840017767097585 5.134089787517059 -0.04574186079077691 -0.23394170037435558 4.044103705634164 5.338175726053638 -0.18819983958357867 4.089845566424941 5.383917586844415 4.27804540600852 5.572117426427994 1.294072020419474
0.74 -0.19898704788713673 -0.25444656123686116 -0.42102537120713635 3.826443272299386 5.124461571715493 -0.05545951334972443 -0.22203832331999962 4.025430320186523 5.32344861960263 -0.1665788099702752 4.080889833536247 5.378908132952354 4.247468643506522 5.545486942922629 1.298018299416107
0.75 -0.19303615738330393 -0.25887696256623727 -0.400636193335707 3.812627995320298 5.114711355607618 -0.06584080518293334 -0.20760003595240306 4.005664152703602 5.307747512990922 -0.14175923076946972 4.071504957886535 5.373588318173855 4.213264188656005 5.515347548943325 1.3020833602873196
0.76 -0.1869293300527879 -0.2642956121331643 -0.3762843809244991 3.799066694142077 5.10510327497197 -0.07736628208037644 -0.18935505087171123 3.985996024194865 5.292032605024758 -0.11198876879133479 4.063362306275241 5.369398887105135 4.175351075066576 5.481387655896469 1.3060365808298933
0.77 -0.18139272575794863 -0.2744731726670935 -0.35154045403288947 3.7839414272157477 5.09448174810284 -0.09308044690914485 -0.17014772827494085 3.9653341529736963 5.275874473860789 -0.07706728136579599 4.058414599882841 5.368954920769934 4.135481881248637 5.44602220213573 1.3105403208870925
0.78 -0.17638304084159984 -0.2844023858577813 -0.3283672588328592 3.770866309402635 5.085307551063359 -0.10801934501618149 -0.15198421799125938 3.9472493502442347 5.261690591904959 -0.043964872975077895 4.055268695260416 5.36970993692114 4.099233568235494 5.413674809896218 1.3144412416607238
0.79 -0.17022393728126772 -0.29469003069453237 -0.30748525447452124 3.757451849978004 5.0759331152972855 -0.12446609341326464 -0.13726131719325352 3.927675787259272 5.246157052578553 -0.012795223779988874 4.0521418806725364 5.370623145991818 4.064937104452525 5.383418369771807 1.3184812653192814
0.8 -0.16436348527273026 -0.3046400519180992 -0.29044426548487934 3.7443377957527666 5.066768955868401 -0.14027656664536892 -0.12608078021214908 3.908701281025497 5.231132441141131 0.014195786433219837 4.048977847670866 5.3714090077865 4.034782061237646 5.35721322135328 1.3224311601156344
0.81 -0.15874384211739567 -0.3124447684352454 -0.2746000046053467 3.730903314937976 5.056343602210429 -0.1537009263178497 -0.11585616248795105 3.8896471570553715 5.215087444327825 0.03784476382989865 4.043348083373221 5.3687883706456745 4.0055033195433225 5.330943606815776 1.3254402872724533
0.8200000000000001 -0.15402768719738447 -0.31614060167511937 -0.2592342576230706 3.7167440377583603 5.047482154626508 -0.1621129144777349 -0.10520657042568615 3.8707717249557447 5.201509841823892 0.05690634405204875 4.03288463943348 5.363622756301627 3.975978295381431 5.306716412249578 1.3307381168681474
0.8300000000000001 -0.14803973029259154 -0.32099650446191674 -0.24781360461715707 3.7037127507805536 5.038419358484887 -0.1729567741693252 -0.09977387432456553 3.851752481073145 5.186459088777479 0.07318289984475967 4.02470925524247 5.359415862946804 3.9515263553977107 5.286232963102044 1.3347066077043337
0.84 -0.1421249913968552 -0.32466354053314106 -0.2415455872349881 3.6909861219123528 5.0295698986514275 -0.18253854913628587 -0.0994205958381329 3.833111113309208 5.171694890048283 0.08311795329815297 4.015649662445494 5.3542334391845685 3.932531709147341 5.2711154858864155 1.3385837767390747
0.85 -0.13672355989977802 -0.324273009037757 -0.2365896063690407 3.6778206429410183 5.019119689027317 -0.187549449137979 -0.09986604646926267 3.8145442028407963 5.155843248927095 0.08768340266871633 4.002093651978775 5.343392698065074 3.914410249310059 5.255709295396358 1.3412990460862986
0.86 -0.1312492169991124 -0.32096810891165006 -0.23168531379127444 3.6639883342247366 5.010725434122275 -0.18971889191253766 -0.10043609679216203 3.795237551223849 5.141974651121387 0.08928279512037562 3.9849564431363866 5.331693543033925 3.895673648016011 5.242410747913549 1.3467370998975383
0.87 -0.12596061604152098 -0.3165899205375382 -0.22822055800347485 3.6515503477046565 5.002130531255819 -0.19062930449601723 -0.10225994196195387 3.7775109637461775 5.12809114729734 0.08836936253406336 3.9681402682421947 5.318720451793357 3.8797709057081313 5.230351089259294 1.3505801835511626
0.88 -0.11941692494103506 -0.31111746908339555 -0.22720494275779402 3.640065836342039 4.994433525558897 -0.19170054414236049 -0.10778801781675895 3.759482761283074 5.113850450499932 0.08391252632560153 3.9511833054254346 5.305550994642292 3.867270779099833 5.221638468316691 1.3543676892168577
0.89 -0.11343278429334092 -0.3053344121164727 -0.2270321581154633 3.6279203258372554 4.986070881788947 -0.1919016278231318 -0.11359937382212237 3.7413531101305963 5.099503666082288 0.07830225400100943 3.933254737953728 5.29140529390542 3.8549524839527187 5.213103039904411 1.358150555951692
0.9 -0.10718004691827332 -0.2984637940819077 -0.22576767739248282 3.6150974471886315 4.977422358006603 -0.1912837471636344 -0.1185876304742095 3.722277494106905 5.084602404924876 0.07269611668942488 3.913561241270539 5.2758861520885105 3.8408651245811143 5.203190035399086 1.3623249108179714
0.91 -0.10102740250760789 -0.2900714373811688 -0.22430780949855134 3.6043212891829555 4.970343111847747 -0.18904403487356092 -0.12328040699094345 3.7053486916905634 5.071370514355355 0.06576362788261747 3.8943927265641243 5.260414549228916 3.828629098681507 5.194650921346298 1.3660218226647913
0.92 -0.09111447475859791 -0.27835644816800453 -0.22159371504759307 3.5963659952074316 4.966118444544513 -0.18724197340940663 -0.13047924028899516 3.6874804699660295 5.057232919303111 0.05676273312041147 3.874722443375436 5.2444748927125175 3.8179597102550247 5.187712159592106 1.3697524493370814
0.93 -0.08192750009386529 -0.26812480235211567 -0.21989642982014956 3.587740702753017 4.961073490501647 -0.18619730225825037 -0.13796892972628427 3.669668202846882 5.043000990595512 0.0482283725319661 3.8558655051051325 5.229198292853763 3.8076371325731664 5.180969920321797 1.3733327877486303
0.9400000000000001 -0.07179407001624938 -0.2573574472039155 -0.21552790929138865 3.5785241167973574 4.9559753899408 -0.18556337718766613 -0.14373383927513927 3.6503181868136068 5.0277694599570495 0.04182953791252686 3.835881564001273 5.213332837144716 3.794052026088746 5.171503299232189 1.3774512731434427
0.9500000000000001 -0.061919640886198835 -0.24498130637221394 -0.2112971722410535 3.5715749159268597 4.952469360056888 -0.1830616654860151 -0.14937753135485465 3.6334945568130586 5.014389000943087 0.03368413413116045 3.8165562222990737 5.197450666429102 3.782872088167913 5.163766532297942 1.3808944441300284
0.96 -0.049601318983231835 -0.23164779957058457 -0.20524249177707787 3.565436236084615 4.949870026578303 -0.18204648058735273 -0.15564117279384604 3.615037555067847 4.999471345561535 0.026405307793506694 3.7970840356551996 5.1815178261488875 3.770678727861693 5.155112518355381 1.3844337904936879
0.97 -0.03573002906087552 -0.21710992602470824 -0.19687738985079406 3.5609509346311974 4.948808524707292 -0.18137989696383272 -0.16114736078991854 3.596680963692073 4.984538553768168 0.020232536173914184 3.7780608606559056 5.165918450732001 3.7578283244819914 5.145685914558086 1.387857590076095
0.98 -0.02168606807443041 -0.20319369852933633 -0.18830834213425618 3.555971164802539 4.94724401563354 -0.18150763045490592 -0.16662227405982577 3.5776572328769696 4.968930083707971 0.014885356395080152 3.7591648633318755 5.1504377141628765 3.7442795069367953 5.135552357767796 1.391272850831001
0.99 -0.005740547425016729 -0.18893999895946223 -0.1799854248571897 3.550422271357718 4.9454875003429954 -0.1831994515344455 -0.17424487743217298 3.5561628187827345 4.951228047768012 0.008954574102272517 3.73936227031718 5.134427499302458 3.7304076962149075 5.125472925200185 1.3950652289852776
